UID,NAME,PROV,CITY,DIST,ADDRESS,TEL,LONG,LAT
a9eb1e8d3daf11fe9cf7799f,北京北市商务宾馆.,北京市,北京市,房山区,城关街道农林路企业街2号(京洲路距离房山职业学校200米),(010)80330889,115.990619,39.689504
dfc79cf544f0b5b0bfa240c9,星淇100主题酒店(福胜家园店),,,,北京市房山区城关街道东大街北侧福胜家园1号楼19号,010-89331003,115.994805,39.708383
1bf85b25dc5545bda0a934e5,北京燕山时代宾馆,,,,北京市房山区燕东路2号,(010)69338888,115.976004,39.729961
933c99994af693c5f32d8389,美房美居宾馆,北京市,北京市,房山区,房山西大街7号,(010)89323826,115.989043,39.70859
231a5a841fa6e2042f47331f,北京石花洞景区向日葵农家院,北京市,北京市,房山区,北京市房山区河北镇黄土坡村一区2号近石花洞风景区,"1,371,667,074,613,140,000,000",115.979852,39.811211
43b7e88960f3b27358f6be01,北京房山宾馆,北京市,北京市,房山区,北京市房山区城关南大街15号,89325555,115.990654,39.706323
8c1a0ace6f39092f223bf289,北京星淇主题宾馆,北京市,北京市,房山区,城关北大街38号万宁桥往南100米（万宁桥车站附近）,010-89336268,115.989777,39.714845
925c550f80570fab5a3ac80e,昊天假日酒店,北京市,北京市,房山区,北京市房山区良乡拱辰大街1号(拱辰北大街与月华大街交汇处),"(010)89350800,13520235510",116.147621,39.749805
49d959388c3d575ac61e5131,北京凯悦莱温泉会议中心,北京市,北京市,房山区,北京市房山区长阳镇阳城环路16号,"(010)80356887,(010)80355758,(010)80355358,010-80352500",116.18104,39.754386
bba87388f44850b9bca82207,德宝温泉会议中心,北京市,北京市,房山区,房山区良乡镇多宝路一号(近电业中学),"(010)69375500,(010)69375418",116.156105,39.743448
99ac2f1245ba7d3ac2f1cf5c,金桥国际酒店公寓,北京市,北京市,房山区,北京市房山区昊天北大街48号,"(010)80328866,(010)80328888",116.177434,39.776363
2848ffd695e58b0f48cc4afe,北京汇豪国际酒店,北京市,北京市,房山区,房山区窦店镇窦大路甲8号(窦店镇政府斜对面),(010)69399999,116.07605,39.658496
d083a7e5b616f444d23ce37a,尚品假日酒店,北京市,北京市,房山区,良乡拱辰南大街91号1号楼,(010)60350828,116.148296,39.732477
49897ac35d76172af21937cf,权金城温泉休闲酒店(长阳店),,,,北京市房山区长阳镇昊天北大街15号,(010)80391555,116.166964,39.767412
33fbfa8307f929d80af5eb9d,北京淮扬村商务酒店,北京市,北京市,丰台区,北京云岗路商业街建C座170号,"(010)83397588,(010)83397566",116.181427,39.81151
3a0fbba8609b93589fe321e5,龙城瑞豪宾馆,北京市,北京市,房山区,长虹东路甲2号龙城瑞豪宾馆,"(010)69367777,(010)69371116",116.144704,39.729796
db1f39d4286aab6ff5c59cf9,中国原子能科学研究院招待所,北京市,北京市,房山区,北京北京市房山区新镇一号楼,(010)69357360,116.068609,39.743861
8e64e68d7fe5dbcf130daa80,太平龙逸宾馆,北京市,北京市,房山区,北京良乡太平庄村1幢,"(010)89350111,(010)89350101",116.12852,39.738625
b7021bf890e55e87f4e73bdf,金和缘宾馆,北京市,北京市,丰台区,北京市丰台区杜家坎南路30号,(010)83881399,116.21584,39.84015
e3e2cd9d1d674efac7f50d02,五龙豪苑大酒店,北京市,北京市,房山区,良乡镇长虹东路昊天嘉园旁,(010)69366666,116.155066,39.73005
ef5cfe14be67a2441e5800d4,北京秀景假日酒店,北京市,北京市,房山区,北京市房山区窦店镇瓦窑头东街34号,(010)80320899,116.077111,39.670777
87198cf84fa32f860089728f,北京小白楼宾馆,北京市,北京市,丰台区,北京长辛店大街65号,18210985620,116.214365,39.832562
8bd9a8db936cd3856240a92b,利君来宾馆,北京市,北京市,房山区,北京良乡凯旋大街10号,13701074482,116.143383,39.726477
cfcd2c3d812f8cc996ec8468,海龙e时代宾馆,北京市,北京市,房山区,良乡北关西路朝晖大厦1层(良乡医院对面),(010)69381899,116.147048,39.741936
64ff3be1fb5b27a290114c3d,京西南宫宾馆,北京市,北京市,丰台区,王佐镇福宫路1号（恒源商厦旁）,"(010)83317594,(010)83317595,(010)83310009",116.161088,39.81559
f73aab27a0e638f44307c191,觅恋主题酒店,北京市,北京市,房山区,北京市房山区拱辰南大街瑞城广场8层（上楼走3号电梯）,(010)89371314,116.14825,39.736246
8dd7b8353ac2e06932870a1c,金兴鸿源酒店,北京市,北京市,房山区,"良官公路58号,瑞雪春堂路口往南3个红绿灯即到（南六环良乡官道出口斜对面）",(010)60344393,116.155057,39.707354
6610600b37ffd03f0289727a,长红酒店,北京市,北京市,房山区,良乡长虹西路55号,(010)69352146,116.13189,39.728697
db1f39d4963b5d76f5c59c03,星光梅地亚酒店,北京市,北京市,大兴区,北京市大兴区北兴路东段2号,(010)60299777,116.370371,39.778465
373cf757b8541c774354d702,斯博瑞饭店,北京市,北京市,大兴区,北京市大兴区旧宫镇南小街吉畅路2号,"(010)67926969,010-67991919",116.426918,39.792748
98a1937bd7077411eedfcadc,花神假日酒店,北京市,北京市,丰台区,北京市西城区草桥东路世界花卉大观园北门,(010)56131999,116.356673,39.843426
113881a27b5ca4795d0d0264,和颐酒店(北京就总部基地店),北京市,北京市,丰台区,北京市丰台区丰葆路106号,"(010)86404888,(010)59306777",116.297378,39.821648
79cceb367b555a901f5800a6,北京华苑酒店,北京市,北京市,丰台区,南苑路111号(近南苑机场),(010)67991188,116.408075,39.813138
7d5f3a0a6d0863522cb90807,吴裕隆酒店（北京大红门店）,北京市,北京市,丰台区,北京市丰台区大红门西路4号,(010)87298996,116.401282,39.845307
f2f15ffbf6df6091631c6732,南苑宏昌宾馆,北京市,北京市,丰台区,丰台区南苑五爱屯东街29号（红房子小区斜对面）,(010)67983338,116.385653,39.805744
27ffb4ffd6c8d3823a13fd89,北京小米酒店,北京市,北京市,大兴区,黄村东大街市场路2-1号,4006507983,116.350869,39.737188
89fd4ea321f90f5ee4e965f3,北京国汉鸿伟宾馆,北京市,北京市,丰台区,北京市丰台区槐房西路南口1号(与西红门路交汇处),(010)67957288,116.375056,39.800919
43b7e88916efc87358f6be0d,希美酒店,北京市,北京市,丰台区,百强大道10号天龙华鹤2层,(010)63798366,116.29861,39.838989
fee1baf0562fef7df33cba35,大红门宾馆,,,,北京市丰台区大红门东前街41号（近大红门医院）,(010)87281115,116.412974,39.842176
231169137d76e8e4724b87a7,北京国缘假日宾馆(康庄路),北京市,北京市,大兴区,大兴区康庄路2段9号(近华堂),"(010)60299909,(010)60249979",116.338145,39.763792
d62ba444fb2fc9d99cec2b2c,北京尚都凯瑞国际酒店,北京市,北京市,大兴区,"北京市大兴区黄村镇兴丰大街(三段)60号(兴丰南大街与富强路交叉口往南,)",(010)69259999,116.346638,39.7417
57e0e3eac94b0afa4151c080,北京承泰苑商务酒店,北京市,北京市,大兴区,北京大兴区黄村镇枣园路4-25号(地铁四号线枣园站东北口向东20米),(010)69260070,116.3402,39.759512
fc7675243cfae2e34e776e06,兴核宾馆,北京市,北京市,大兴区,北京市大兴区清源路甲1号,(010)69241313,116.348179,39.749701
1eeed546c357788fb5147f2c,京瑞宾馆,北京市,北京市,丰台区,新发地桥西侧100米路北(加油站对面),(010)83723528,116.348965,39.828962
15ed53ced0e8754d9222e000,锦福森商务酒店,,,,丰台区南苑西红门路甲3号,(010)67977735,116.37834,39.801831
ffd6d4030f41718f17b54bf2,环美宾馆,北京市,北京市,大兴区,北京黄村西大街2号,(010)69243282,116.34558,39.737238
3920446e36e2749b0f0a7055,丰苑旅店,北京市,北京市,丰台区,北京北京市丰台区南苑东路52号,"(010)67995087,(010)67975149",116.412273,39.811219
4f1df1cd30d25f8e7ec87647,北京京顺峰大酒店,北京市,北京市,大兴区,黄鹅路邮政所西100米路北(北京建筑大学北门),(010)61239661,116.295567,39.759541
06d2dffd108f41f688f15dd7,易安宾馆,北京市,北京市,丰台区,大红门路康泽园14号楼,(010)67262048,116.414462,39.848115
b262883e015c42e25cd4fee1,北京东晋福缘宾馆,北京市,北京市,丰台区,北京市丰台区西营房墙外5号,(010)67959899,116.380089,39.807871
f5e3bcaef53ec9d85e17c336,南苑宾馆,北京市,北京市,丰台区,丰台区南苑镇东二道街3号,(010)67991453,116.40247,39.811421
973c72a0cda620ed3e9a5e2e,北京大兴龙凤轩大酒店（大兴-西红门）,北京市,北京市,大兴区,北京市大兴区西红门同华路(供销学校斜对面),,116.365312,39.795271
6cec2a3f845801edaeb22a09,星光梅地亚酒店-会议厅,北京市,北京市,大兴区,北京市大兴区西红门振北兴路东段2号,(010)59427366,116.370576,39.778386
5c56edd6e72cc95aa1d230d7,众鑫商务宾馆,北京市,北京市,丰台区,北京大红门西里1-17号(大红门西里红门鞋城北50米),(010)67233225,116.407755,39.847397
1bdacabf87eff9462cb96de3,北京中驰商务宾馆,,,,北京北京市丰台区巴庄子139号(花乡桥东公交站牌右转200米)凭当日大打车凭证最多可优惠20元,(010)63731618,116.334802,39.839651
408fb3be148b43ed9e95de41,北京蓝琴酒店,北京市,北京市,丰台区,南顶路甲23号(地铁10号线石榴庄C口出往南300米红绿灯路口往西300米),(010)67269388,116.417353,39.849185
9c26c50480f7e43821026269,北京归客家园宾馆,北京市,北京市,丰台区,北京北京丰台区南苑团河路中国民俗旅游商业街西28号,(010)67065840,116.38417,39.799434
f5e3bcaee9cfddbf5f17c3a4,鑫缘商务宾馆,北京市,北京市,大兴区,旧宫镇南小街路口(北京南苑机场东侧),(010)51062822,116.42681,39.794335
9f4248e91ffa5db707026f57,梨花小镇商务酒店,北京市,北京市,大兴区,大兴区黄村镇双河南路6号（观音寺附近大鸭梨旁）,(010)69226977,116.355755,39.733872
d0b8923fcbc24ffbb5f42f3a,京新宏福宾馆,北京市,北京市,丰台区,北京市丰台区南苑西路新发地桥向西100米路北,(010)83722315,116.347862,39.829059
75036835e812ceb65e0d0207,彩虹宾馆,北京市,北京市,丰台区,北京市丰台区永外大街大红门南顶路4号,(010)87818790,116.420189,39.848458
edd64ce113c80c883ee2318e,丰大国际大酒店,北京市,北京市,大兴区,北京市大兴区经济技术开发区荣华中路20号,(010)67518888,116.515067,39.801946
c7e0a3801fa4026e86420e67,北京京晟会议酒店,,,,兴光五街19号京晟大酒店1层,(010)59398999,116.564744,39.825693
f60a15ed3d748ef5bb17e702,中冀斯巴鲁宾馆,北京市,北京市,大兴区,北京市大兴区经济技术开发区荣华南路16号(紧邻亦庄线),(010)59767766,116.524135,39.790911
93df0dc3a8d5e556882fb5e4,迪富大酒店,北京市,北京市,大兴区,北京市大兴区旧宫工业园区北东甲10号,"(010)87960270,(010)87966985",116.45606,39.805821
3f826ed3997a1c5fd0f49eb8,北京源馨德润饭店,北京市,北京市,大兴区,北京市大兴区旧宫镇迎宾路2号,(010)87963611,116.446288,39.809732
a6f02b27f69031d916948e6d,富驿时尚酒店(北京亦庄创意生活广场店),北京市,北京市,大兴区,北京市经济技术开发区文化园东路6号3楼,(010)67868383,116.511348,39.81487
beabdbf41eec42987169d3e2,星空假日酒店,北京市,北京市,大兴区,经济技术开发区西环北路18号(近文化园西路),(010)67897788,116.48717,39.807449
01225b8cfdc7b304b6f42f2d,北京美达快捷宾馆,北京市,北京市,通州区,北京市通州区马驹桥北门口,(010)60509337,116.555728,39.771069
db1f39d48aa54911f4c59cb4,通马之星宾馆,北京市,北京市,朝阳区,"朝阳区-黑庄户乡大鲁店村南街甲1号-,近通马路","(010)85387992,(010)85387792",116.598681,39.840756
dff6e7f03c2bf2cdbbbd63da,莲鑫源快捷宾馆,北京市,北京市,通州区,马驹桥镇北门口村(马驹桥老桥红绿灯网东200米),(010)60509007,116.561864,39.772559
beabdbf48c2bb4817069d337,忘归宾馆吕家营分公司,北京市,北京市,朝阳区,北京市朝阳区十八里店乡吕家营村88号(东四环南路辅路南桥东500米),010-87695896,116.481652,39.847155
fa835ce212b4c5afe812e433,温馨宾馆,北京市,北京市,大兴区,北京市大兴区旧宫镇商业街70号（旧宫中学对面）,010-87965308,116.454359,39.811212
5b25f44649a36ff31029353d,安祥宾馆,北京市,北京市,朝阳区,北京朝阳区朝阳区十八里店乡横街子村215号,"(010)87305188,(010)87303788",116.515802,39.831986
5ffb1816be81ad466f476006,狮城商务酒店,北京市,北京市,大兴区,亦庄经济开发区天宝园二里二区33号楼,(010)67872223,116.498662,39.79821
210a1260371c755fa2d23097,沙龙宾馆(天宝园分店),北京市,北京市,大兴区,亦庄北京经济技术开发区上海沙龙新天地天宝商业中心3层,"(010)67829838,(010)67820352",116.50521,39.796825
1a69acd7234285dbbda24051,莲都宾馆,北京市,北京市,朝阳区,北京市朝阳区老君堂村2,(010)68163888,116.513694,39.847351
0ac49b27d9c94ac7b64f5488,国汉溢洋宾馆,北京市,北京市,朝阳区,黑庄户乡大鲁店二村南八区9号(近通马路),(010)85303692,116.596254,39.83674
393c858f2da0aa9a940319e8,福缘宾馆,北京市,北京市,大兴区,北京市大兴区德贤路(清龙宫娱乐会所旁),(010)67990279,116.434786,39.814277
bd5046e83bbe9d58d72ce255,心悦宾馆(旧忠路),北京市,北京市,大兴区,北京北京市大兴区旧宫镇旧忠路七条1号,"(010)87913341,13611339058",116.457452,39.809785
53349ee35c7f567722026230,北京新华联会议中心,北京市,北京市,通州区,通州区台湖镇台湖大街创业园路8-9号(台湖镇政府旁),010-52100998,116.632751,39.840439
bf3420047d06120c9cec2b3e,北京中信国安第一城福安宫大酒店,河北省,廊坊市,香河县,廊坊市香河县安平技术开发区第一城内东侧,"(0316)8588888,15933066998",116.918679,39.722015
5e53af1ad3e6bf464151c06f,香安宾馆,河北省,廊坊市,香河县,河北省廊坊市香河县安平镇安平香安宾馆,(0316)8219999,116.894301,39.716679
68c6ce27b26c138233169b57,绿岛宾馆,河北省,廊坊市,香河县,廊坊市香河县新开街22,(0316)8316508,117.019129,39.763264
852f2eabc591345babf72917,安定门酒店,河北省,廊坊市,香河县,廊坊市香河县香河经济技术开发区,(0316)8588888,116.917397,39.727915
502a4eb6390199fcae045769,廊坊香河锌钰源旅馆,,,,新华大街79-4号,(0316)8582129,117.009688,39.770379
a8839c5993ebc18b2b02e1ec,新圆酒店,河北省,廊坊市,香河县,廊坊市香河县香河经济技术开发区,,116.919998,39.722246
39d43f82f0a8359fa8059d7d,宝坻宾馆,,,,近郊宝坻区城关镇广川路23号,"(022)29260101,(022)29260100",117.316063,39.725938
0eeb45d002b1ad083517dccc,瑞皇台大酒店,天津市,天津市,宝坻区,天津宝坻区津围公路钰华街191号（行政许可大厅对面）,(022)29259991,117.316374,39.715768
8d96925c2ff5da44c1f1cfea,大军宾馆,天津市,天津市,宝坻区,南城路1号（京东第一集西侧，大军宾馆唐通改线与东城路交汇口西北侧）,(022)59218558,117.318593,39.729459
5c5f08bce147149eadb22abb,诚信农家院,北京市,北京市,门头沟区,北京市门头沟灵水村100号,13522991569,115.744286,40.009513
6ce4c8fa9a78febc42d63e2e,王家小院,北京市,北京市,门头沟区,北京斋堂镇火村西54号,15611721586,115.728338,39.976262
bab07b9456866a8ef32d834e,古宅套院,北京市,北京市,门头沟区,斋堂镇爨底下村21号院(临近007县道),13269422858,115.650232,40.004373
75036835993039af5e0d0209,琨樱谷山庄,北京市,北京市,门头沟区,北京市门头沟区王平镇C141水景园附近,(010)61858898,115.987185,39.957286
631c415706caf67831f71d32,燕岭宾馆,北京市,北京市,丰台区,长辛店槐树岭4号院,"(010)83803355,(010)83809100",116.178861,39.865728
296609894f15239cd6b74ef8,北京世纪金源香山商旅酒店,北京市,北京市,海淀区,北京市海淀区北正黄旗59号,(010)59898888,116.209324,39.997247
35debf29f3b9285da6da393d,景明园宾馆,北京市,北京市,海淀区,香山正白旗52号北京景明园宾馆9号楼,(010)62871117,116.221012,40.00669
4fc3161a866b39b03a13fd03,香山会议中心,北京市,北京市,海淀区,北京市海淀区香山北辛村28号,"(010)62598788,(010)82593646",116.206879,40.002131
d0bdbec126c9263c616858f0,北京金河昌缘宾馆,北京市,北京市,石景山区,八大处路甲28号1至5层101,(010)88776067,116.205877,39.951911
f1c39fafc16fcde18505bf8b,北京温泉金辉酒店,,,,海淀区温泉镇温泉村双坡路（近海淀区樱桃协会）,(010)82493496,116.165983,40.044285
3a0fbba8e9cb1a419ee3215d,北京香山蒙养园宾馆,北京市,北京市,海淀区,买卖街40号(香山公园内),(010)82596762,116.200662,39.999105
04afd58536fbcd2a97f08c62,便宜居连锁酒店(石景山古城店),北京市,北京市,石景山区,北京古城北路6号(原菜蔬公司综合楼),(010)68864568,116.197596,39.923612
ed57da132a7dadf0f4231098,弯月亮宾馆,北京市,北京市,石景山区,古城南街53号3层,(010)68860656,116.194799,39.907612
96c38949756496c40bccddf1,北京苹果园家庭旅馆,北京市,北京市,石景山区,北京市石景山区苹果园一区28号楼,"13121139139,18510725780,4006061230-67064",116.193185,39.935258
db34f13f7916eaba58f6bea5,北京源恒益生态酒店,,,,北京丰台区长辛店太子峪环岛西300米(长兴路9号),(010)83805221,116.174728,39.852738
5741821585091dc59a005073,北京安然驿站公寓（黄南苑店）,北京市,北京市,石景山区,石景山黄南苑小区三栋八单元402室,15810562448,116.206463,39.935592
f495d8fd1b944322abf72997,北京香山公寓,,,,香山路正蓝旗站牌路口往里西小府21号,"(010)68326930,13021002828",116.210038,40.000105
3da907f37d04fe4ab320a80b,京恒宾馆,北京市,北京市,石景山区,古城大街电话局西侧(石景山区老古城小学旁),(010)68829992,116.191731,39.915489
7c3bcdbeac8a1bdc9fe32132,京西晨光饭店餐厅(双峪店),北京市,北京市,门头沟区,双峪路1号,"(010)69858383-5101,(010)69843134",116.113762,39.940746
350487e00550bb20f503b8f7,润鸿运酒店,北京市,北京市,海淀区,北京市海淀区田村路廖公庄西388号,(010)88707288,116.222445,39.939541
61f634f662d91a786b49f37b,北京燕飞培训中心,北京市,北京市,海淀区,北京市海淀区温泉镇环山村航材大道燕飞园小区南,010-62497013,116.218634,40.03872
d6c5d99143a58df130169b05,弯月亮宾馆(七星东街),北京市,北京市,石景山区,石景山区鲁谷南路20号(近上鱼舫鲁谷店),"(010)68644118,13552627718",116.223158,39.905037
d0b8923f42a6d69fb5f42f35,凯笛宾馆,北京市,北京市,石景山区,北京古城南路43号,(010)68862633,116.198813,39.914257
c61bd3056c291e16c37da2a5,北京京西水岸山庄酒店,北京市,北京市,门头沟区,妙峰山镇陇驾庄村小东港10号,(010)61880986,116.065819,39.98373
41746fdc21a4a836f7b916bc,安然驿站公寓（西井店）,北京市,北京市,石景山区,北京石景山西井四区十四楼五单元402室,13691345872,116.199975,39.937426
3fab1495297edf790c0a70a7,北京交致家家庭公寓(南黄苑店),北京市,北京市,石景山区,北京市石景山区黄南苑小区三栋八单元,15810562448,116.206257,39.935636
1816533449feda1dfa2d619e,北京世纪金源大饭店,,,,北京市北京海淀板井路69号,(010)88598888,116.286842,39.959496
7524cb4f26da812d04026f1f,新世纪日航饭店,北京市,北京市,海淀区,北京市海淀区首都体育馆南路6号,(010)68492001,116.334406,39.943187
eb3675036510d10201ec0197,西苑饭店,北京市,北京市,海淀区,北京市海淀区三里河路1号,(010)68313388,116.338905,39.943182
bfa28a2704c0d67ec72ba141,北京西国贸大酒店,北京市,北京市,丰台区,北京市丰台区丰台路丰管路16号院8号楼,"(010)83832222,(010)83832345",116.315384,39.86169
6deee308fdfbcc7329fc4804,北京香格里拉饭店,北京市,北京市,海淀区,北京市海淀区紫竹院路29号,(010)68412211,116.314732,39.950224
5508504d51a7dcd2c7f02504,万寿宾馆,北京市,北京市,海淀区,北京市海淀区万寿路甲12号(万寿路与复兴路交叉口向北300米),(010)68132266,116.300236,39.918579
7bcd8b1ad28f3c21626858f6,北京友谊宾馆,,,,海淀区中关村南大街1号(四通桥西南角),(010)68498888,116.325891,39.971717
8cba4bb0976d6a9dad045707,万方苑国际酒店,北京市,北京市,丰台区,"北京丰台区南三环西路4号院1号楼(南三环洋桥西侧,三环主路南侧25号出口)",(010)67526666,116.383799,39.862536
99c49f0bf6bc84a82b3a9f6e,北京金隅喜来登酒店,,,,北京市东城区北三环东路36号,,116.415246,39.973732
3da907f3ec150953b320a801,北京金融街威斯汀大酒店,北京市,北京市,西城区,北京市西城区金融大街乙9号,(010)66068866,116.36547,39.923528
925c550f83cd0eab5b3ac884,北京中国职工之家酒店,北京市,北京市,西城区,真武庙路1号,(010)68576699,116.351986,39.911778
669775d035a11b42fd0eb03d,东方君悦大酒店,北京市,北京市,东城区,北京市东城区东长安街1号,(010)85181234,116.420892,39.916128
b9e5d0b8a5ffcea581a12e38,北京饭店,北京市,北京市,东城区,东长安街33号(近王府井大街),(010)65137766,116.41577,39.91496
637df60a40e81e6b41afe6f7,北京金融街国际酒店,北京市,北京市,西城区,北京市西城区金融街11号,"010-58525888,010-58525775,010-58525130",116.364196,39.924966
96b672aa53a1476cce04ef0a,北京丽晶酒店,北京市,北京市,东城区,东城区金宝街99号,(010)85221888,116.425247,39.922482
b3aa435db055701215764338,华侨大厦,北京市,北京市,东城区,王府井大街2号,"(010)65136666,(010)58169999",116.417971,39.929848
5cf8b35c1ea39842705e801e,民族饭店,,,,北京市西城区复兴门内大街51号,(010)66014466,116.373527,39.913883
c879fa0194805253c909f001,北京北辰洲际酒店,北京市,北京市,朝阳区,北京市朝阳区北辰西路8号院4号楼,(010)84371188,116.394579,40.004863
46e86fddbd4b1976d13ce306,西藏大厦,北京市,北京市,朝阳区,北京朝阳区北四环东路118号（北四环安慧桥东）,(010)64981133,116.420325,39.994154
dc0f0adcf956fe38f8221304,北京西郊宾馆,北京市,北京市,海淀区,海淀区王庄路18号,(010)62322288,116.350062,40.002736
d52831f9bed0f5be2efaa72d,北京市中国科技会堂宾馆,北京市,北京市,海淀区,北京市海淀区复兴路3号(木樨地桥西北角),"(010)68788854,(010)68518822",116.339571,39.914085
f633606ad54f64570b69d919,北京亚奥国际酒店,北京市,北京市,朝阳区,北京市朝阳区北沙滩大屯路甲一号,(010)64874433,116.378147,40.007039
09185c56d36d7f44f119373d,北京铁道大厦,北京市,北京市,海淀区,北京市海淀区北蜂窝路102号,(010)51879199,116.331304,39.906275
550fd5f969e89560931fc9d6,北京贵州大厦,北京市,北京市,朝阳区,朝阳区和平西桥樱花西街18号(和平西桥东北角),(010)58109988,116.424935,39.976129
